Id,Brand,Category,Name,Rating,Gender,Notes,Recommended Time,Year,Perfume Url
2641,Nina Ricci,eau de toilette,Mademoiselle Ricci L'Eau,,women,,,,https://www.fragrancenet.com/perfume/nina-ricci/mademoiselle-ricci-leau/edt#308870
2642,Molinard,eau de toilette,Molinard De Molinard,5,women,"flowers and fruit, soft and subtle.",casual,1979,https://www.fragrancenet.com/perfume/molinard/molinard-de-molinard/edt#307175
2643,Guerlain,eau de parfum spray 3.3 oz & body lotion 2.5 oz & eau de parfum .16 oz mini & cosmetic bag,Mon Guerlain,,women,"Lavender, Bergamot, Jasmine, Iris, Rose",,2017,https://www.fragrancenet.com/perfume/guerlain/mon-guerlain/eau-de-parfum-spray-3.3-oz-and-body-lotion-2.5-oz-and-eau-de-parfum-.16-oz-mini-and-cosmetic-bag#321871
2644,Musk,cologne,New Musk,5,men,,casual,,https://www.fragrancenet.com/cologne/musk/new-musk/cologne#211282
2645,Nina Ricci,5 piece mini variety with nina l'eau eau fraiche & l'air du temps eau de toilette & mademoiselle ricci & nina & l'extase nina ricci and all minis,Nina Ricci Variety,,women,,,,https://www.fragrancenet.com/perfume/nina-ricci/nina-ricci-variety/5-piece-mini-variety-with-nina-leau-eau-fraiche-and-lair-du-temps-edt-and-mademoiselle-ricci-and-nina-and-lextase-nina-ricci-and-all-minis#278320
2646,Yves de Sistelle,eau de parfum spray 3.3 oz & body lotion 4.2 oz,Only Me Passion,5,women,"Tropical Fruits, Rose, Jasmine, Red Berries, Musk",,N/A,https://www.fragrancenet.com/perfume/yves-de-sistelle/only-me-passion/eau-de-parfum-spray-3.3-oz-and-body-lotion-4.2-oz#255737
2647,Oscar de la Renta,eau de toilette,Oscar De La Renta Jasmine,,women,"Neroli, Bergamot, Silican Lemon, Orange Blossom, Tonka Beans",,2016,https://www.fragrancenet.com/perfume/oscar-de-la-renta/oscar-de-la-renta-jasmine/edt#290720
2648,Oscar de la Renta,eau de toilette,Oscar De La Renta Rose,5,women,"Pear, Rose, Freesia, Peony, Musk",,2016,https://www.fragrancenet.com/perfume/oscar-de-la-renta/oscar-de-la-renta-rose/edt#290722
2649,Parfums de Marly,eau de parfum,Parfums De Marly Sedbury,4.5,women,"Bergamot, Tangerine, Clary Sage, Patchouli, Vetiver",,2015,https://www.fragrancenet.com/perfume/parfums-de-marly/parfums-de-marly-sedbury/eau-de-parfum#286532
2650,Penhaligon's,eau de parfum,Penhaligon's Iris Prima,5,women,,,2013,https://www.fragrancenet.com/perfume/penhaligons/penhaligons-iris-prima/eau-de-parfum#255958
2651,Perry Ellis,eau de parfum,Perry Ellis 360 Pink,3.5,women,"Lily, Rose, Osmanthus, Sage, Lavendar",daytime,,https://www.fragrancenet.com/perfume/perry-ellis/perry-ellis-360-pink/eau-de-parfum#214037
2652,Pino Silvestre,eau de toilette spray 4.2 oz (new packaging) with free eau de toilette .10 oz mini,Pino Silvestre,,men,"Juniper Berries, Lavender, Basil, Bergamot, Lemon",romantic,1955,https://www.fragrancenet.com/cologne/pino-silvestre/pino-silvestre/edt-spray-4.2-oz-new-packaging-with-free-edt-.10-oz-mini#327391
2653,Ralph Lauren,eau de toilette spray 4.2 oz & deodorant stick alcohol free 2.6 oz,Polo Red,,men,"Grapefruit, Italian lemon, Cranberry, Saffron, Sage",,2013,https://www.fragrancenet.com/cologne/ralph-lauren/polo-red/edt-spray-4.2-oz-and-deodorant-stick-alcohol-free-2.6-oz#280874
2654,Ralph Lauren,eau de parfum,Polo Supreme Oud,4.556,men,"Cinnamon, Pink pepper, Agarwood (Oud), Vetiver, Guaiac wood",,2015,https://www.fragrancenet.com/cologne/ralph-lauren/polo-supreme-oud/eau-de-parfum#272362
2655,Ralph Lauren,eau de toilette,Ralph Fresh,5,women,"Lemon, Watermelon, Mandarin orange, Rose, Freesia",,2015,https://www.fragrancenet.com/perfume/ralph-lauren/ralph-fresh/edt#268893
2656,Van Cleef & Arpels,eau de parfum,Reve Van Cleef & Arpels,3.143,women,"Pear, Neroli, Osmanthus, Lily, Peony",,2013,https://www.fragrancenet.com/perfume/van-cleef-and-arpels/reve-van-cleef-and-arpels/eau-de-parfum#249507
2657,Sean John,eau de parfum,Sean John Empress,5,women,"Key lime pie, Mandarin imperial, Starfruit, Imperial French berry, Peony",casual,2011,https://www.fragrancenet.com/perfume/sean-john/sean-john-empress/eau-de-parfum#216871
2658,Serge Lutens,eau de parfum,Serge Lutens Five O'Clock Au Gingembre,5,men,"Bergamot,  Candied ginger, Honey, Patchouli,  Pepper",casual,2008,https://www.fragrancenet.com/cologne/serge-lutens/serge-lutens-five-oclock-au-gingembre/eau-de-parfum#192048
2659,Elizabeth Arden,eau de toilette,Sunflowers Summer Bloom,4.167,women,"Ivy, Water lily, Pear, Violet, Jasmine",,2014,https://www.fragrancenet.com/perfume/elizabeth-arden/sunflowers-summer-bloom/edt#277543
2660,Symétrie,eau de toilette,Symétrie Inspire,4,men,"Ginger, Seville orange, cassis, French lavender, basil, moss, blue cypress, white musk",,2017,https://www.fragrancenet.com/cologne/symétrie/symétrie-inspire/edt#292342
2661,Maurer & Wirtz,soap,Tabac Original,,men,"Bergamot, Pepper, Lemon, Petitgrain, Geranium",casual,1959,https://www.fragrancenet.com/cologne/maurer-and-wirtz/tabac-original/soap#144094
2662,Lancome,eau de parfum,Tresor La Nuit A La Folie,5,women,"Pink Pepper, Bergamot, Rose, Peony Tonka Bean",,2018,https://www.fragrancenet.com/perfume/lancome/tresor-la-nuit-a-la-folie/eau-de-parfum#307922
2663,Hermes,eau de toilette spray 3.3 oz & body lotion 2.7 oz & eau de toilette .25 oz mini,Un Jardin Sur Le Nil,,women,"Carrot, Grape fruit, Tomato, Green mango, Orange",casual,2005,https://www.fragrancenet.com/perfume/hermes/un-jardin-sur-le-nil/edt-spray-3.3-oz-and-body-lotion-2.7-oz-and-edt-.25-oz-mini#307505
2664,Victoria's Secret,coconut passion fragance mist,Victoria's Secret,,women,"Cherry, Milk, Vanilla, Sandalwood, Amber",,N/A,https://www.fragrancenet.com/perfume/victorias-secret/victorias-secret/coconut-passion-fragance-mist#218491
2665,Victory International,eau de parfum,Xoxo Mi Amore,5,women,"Sugar, Raspberry, Orange oil, Pink jasmine, Amber",casual,N/A,https://www.fragrancenet.com/perfume/victory-international/xoxo-mi-amore/eau-de-parfum#272354
2666,Yardley,body lotion,Yardley,,women,"Lavender, Bergamot, Eucalyptus, Rosemary, Clary Sage",casual,1913,https://www.fragrancenet.com/perfume/yardley/yardley/body-lotion#226523
2667,Lomani,eau de parfum,Ab Spirit Millionaire,5,men,"Bergamot, Green Apple, Cardamom, Madarin Orange",casual,,https://www.fragrancenet.com/cologne/lomani/ab-spirit-millionaire/eau-de-parfum#317421
2668,Abercrombie & Fitch,eau de parfum spray 3.4 oz & body lotion 6.7 oz,Abercrombie & Fitch First Instinct,5,women,,,,https://www.fragrancenet.com/perfume/abercrombie-and-fitch/abercrombie-and-fitch-first-instinct/eau-de-parfum-spray-3.4-oz-and-body-lotion-6.7-oz#298290
2669,Abercrombie & Fitch,eau de parfum,Abercrombie & Fitch First Instinct Blue,,women,,,,https://www.fragrancenet.com/perfume/abercrombie-and-fitch/abercrombie-and-fitch-first-instinct-blue/eau-de-parfum#319486
2670,Armaf,eau de parfum,Armaf Tres Jour,,women,"Green Tea, Lemon, Neroli, Tuberose, Patchouli",,Unknown,https://www.fragrancenet.com/perfume/armaf/armaf-tres-jour/eau-de-parfum#289622
2671,Adrienne Vittadini,fragrance mist,Av,,women,"oakmoss, blooming fresh cut flowers as well as watery notes of the fresh cool sea and the pure ocean air.",daytime,1994,https://www.fragrancenet.com/perfume/adrienne-vittadini/av/fragrance-mist#282235
2672,Jean Desprez,parfum,Bal A Versailles,5,women,"Rosemary, Orange blossom, Cassia, Jasmine, Rose",evening,1962,https://www.fragrancenet.com/perfume/jean-desprez/bal-a-versailles/parfum#127756
2673,Bebe,eau de parfum spray 3.4 oz & body lotion 3.4 oz & shower gel 3.4 oz & heart charm,Bebe Gold,,women,"Kumquat, Pink pepper, Juniper berries, Jasmine, Orchid",casual,2011,https://www.fragrancenet.com/perfume/bebe/bebe-gold/eau-de-parfum-spray-3.4-oz-and-body-lotion-3.4-oz-and-shower-gel-3.4-oz-and-heart-charm#309311
2674,Bill Blass,eau de parfum,Bill Blass Couture 7,5,women,"Bitter orange, Amalfi lemon, Pomelo, Tarragon, Orange blossom",evening,2008,https://www.fragrancenet.com/perfume/bill-blass/bill-blass-couture-7/eau-de-parfum#269166
2675,Ted Lapidus,eau de toilette,Black Soul,5,men,"Tolu balsam, Mint, Cinnamon, Musk, Chinese cedar",casual,2009,https://www.fragrancenet.com/cologne/ted-lapidus/black-soul/edt#182054
2676,Body Fantasies,hand & nail cream 2 oz,Body Fantasies Fresh White Musk,,women,"White flowers, Musk",,N/A,https://www.fragrancenet.com/perfume/body-fantasies/body-fantasies-fresh-white-musk/hand-and-nail-cream-2-oz#306081
2677,Body Fantasies,body spray 8 oz & body lotion 7 oz & body wash 12 oz,Body Fantasies Twilight,5,women,"Coconut, Mandarin orange, Plum, Magnolia, Tuberose",,,https://www.fragrancenet.com/perfume/body-fantasies/body-fantasies-twilight/body-spray-8-oz-and-body-lotion-7-oz-and-body-wash-12-oz#282986
2678,Van Cleef & Arpels,eau de parfum,Bois d'Iris Van Cleef & Arpels,,unisex,,,,https://www.fragrancenet.com/fragrances/van-cleef-and-arpels/bois-diris-van-cleef-and-arpels/eau-de-parfum#297045
2679,Bond No. 9,eau de parfum,Bond No. 9 Http://Www.Bondno9.Com,,unisex,,,,https://www.fragrancenet.com/fragrances/bond-no.-9/bond-no.-9-http-www.bondno9.com/eau-de-parfum#298817
2680,Bond No. 9,eau de parfum,Bond No. 9 Lafayette Street,,men,,,,https://www.fragrancenet.com/cologne/bond-no.-9/bond-no.-9-lafayette-street/eau-de-parfum#319286
2681,Boucheron,eau de parfum,Boucheron Iris De Syracuse,,unisex,"Iris, Pepper, Pear, Jasmine, Musk",,2017,https://www.fragrancenet.com/fragrances/boucheron/boucheron-iris-de-syracuse/eau-de-parfum#308645
2682,Burberry,4 piece mens variety with burberry brit rhythm intense & burberry brit & burberry brit rhythm & burberry brit splash and all are eau de toilette .17 oz minis,Burberry Variety,,men,"bergamot, cardamom, amber and cedar",casual,1981,https://www.fragrancenet.com/cologne/burberry/burberry-variety/4-piece-mens-variety-with-burberry-brit-rhythm-intense-and-burberry-brit-and-burberry-brit-rhythm-and-burberry-brit-splash-and-all-are-edt-.17-oz-minis#290697
2683,Bvlgari,shower oil,Bvlgari Omnia Crystalline,5,women,"Lotus flower, Mandarin Orange. Heliotrope,Orris Ro",casual,2013,https://www.fragrancenet.com/perfume/bvlgari/bvlgari-omnia-crystalline/shower-oil#298485
2684,Bvlgari,body lotion,Bvlgari Omnia Paraiba,5,women,"Passion Fruit, Bitter Orange, Passion Flower, Gardenia, Vetiver",,2015,https://www.fragrancenet.com/perfume/bvlgari/bvlgari-omnia-paraiba/body-lotion#302571
2685,Carolina Herrera,eau de toilette spray 3.4 oz & aftershave balm 3.4 oz (travel offer),Ch Prive Carolina Herrera,,men,"Grapefruit, Pomelo, Whiskey, Lavender, Sage",,2015,https://www.fragrancenet.com/cologne/carolina-herrera/ch-prive-carolina-herrera/edt-spray-3.4-oz-and-aftershave-balm-3.4-oz-travel-offer#298184
2686,Chanel,eau de parfum,Chanel Coco,4,women,"Coriander, Mandarin Orange, Bergamot, Cloves, Labdanum",evening,1984,https://www.fragrancenet.com/perfume/chanel/chanel-coco/eau-de-parfum#119804
2687,Liz Claiborne,shower gel,Claiborne,,women,"Peach, Mandarin Orange, Marigold, Lily, Freesia",daytime,1986,https://www.fragrancenet.com/perfume/liz-claiborne/claiborne/shower-gel#123476
2688,Ted Lapidus,shower gel,Creation,,women,"Cassis, Neroli, Honey, Orris, Jasmine",daytime,2011,https://www.fragrancenet.com/perfume/ted-lapidus/creation/shower-gel#311508
2689,Creed,eau de parfum,Creed Erolfa,5,men,"Caraway, Lime, Melon, Violet, Bergamot",daytime,1992,https://www.fragrancenet.com/cologne/creed/creed-erolfa/eau-de-parfum#298122
2690,Liz Claiborne,skin soother,Curve,5,men,"Pineapple, Juniper berries, Lavender, Neroli, Lemon",daytime,1996,https://www.fragrancenet.com/cologne/liz-claiborne/curve/skin-soother#116363
2691,Dolce & Gabbana,eau de toilette,D & G Light Blue Love In Capri,5,women,"Lemon, Mandarin orange, Honeysuckle, Almond blossom, Heliotrope",,2016,https://www.fragrancenet.com/perfume/dolce-and-gabbana/d-and-g-light-blue-love-in-capri/edt#297055
2692,Dolce & Gabbana,eau de toilette,D & G Light Blue Sun,,men,,,,https://www.fragrancenet.com/cologne/dolce-and-gabbana/d-and-g-light-blue-sun/edt#325150
2693,Alfred Dunhill,body spray,Desire,,men,"Bergamot, Grapefruit, Pepper, Lavender, Vetiver",daytime,2017,https://www.fragrancenet.com/cologne/alfred-dunhill/desire/body-spray#283836
2694,Dolce & Gabbana,body gel,Dolce & Gabbana,5,men,"Lavender, Tarragon, Clary Sage, Bergamot, Lemon",evening,1994,https://www.fragrancenet.com/cologne/dolce-and-gabbana/dolce-and-gabbana/body-gel#179098
2695,Guy Laroche,deodorant,Drakkar Essence,5,men,"Grapefruit, Mint, Lavender, Musk, Sage",,1982,https://www.fragrancenet.com/cologne/guy-laroche/drakkar-essence/deodorant#310876
2696,Guy Laroche,eau de toilette spray 3.4 oz & eau de toilette spray 1 oz,Drakkar Essence,,men,"Grapefruit, Mint, Lavender, Musk, Sage",,1982,https://www.fragrancenet.com/cologne/guy-laroche/drakkar-essence/edt-spray-3.4-oz-and-edt-spray-1-oz#286953
2697,Hermes,eau de toilette,Eau Des Merveilles Bleue,5,women,"Patchouli, Woody notes, Sea notes",,2016,https://www.fragrancenet.com/perfume/hermes/eau-des-merveilles-bleue/edt#300719
2698,Loewe,eau de toilette,Esencia De Loewe,5,men,"Tangerine, Mint, Lavender, Lime, Nutmeg",casual,2017,https://www.fragrancenet.com/cologne/loewe/esencia-de-loewe/edt#147963
2699,Disney,eau de toilette spray 3.4 oz & ring & metal case,Frozen Disney,5,women,,,N/A,https://www.fragrancenet.com/perfume/disney/frozen-disney/edt-spray-3.4-oz-and-ring-and-metal-case#276299
2700,Gucci,eau de toilette,Gucci Guilty Platinum,4,men,"Lemon, Lavender, Jasmine, Cedar, Patchouli",,2016,https://www.fragrancenet.com/cologne/gucci/gucci-guilty-platinum/edt#290291
2701,Guerlain,eau de parfum,Guerlain L'Homme Ideal,4.75,men,"Citruses, Rosemary, Almond, Tonka Bean, Leather",,2014,https://www.fragrancenet.com/cologne/guerlain/guerlain-lhomme-ideal/eau-de-parfum#313592
2702,Hanae Mori,body lotion,Hanae Mori,,women,patchouli and sandalwood.,casual,1995,https://www.fragrancenet.com/perfume/hanae-mori/hanae-mori/body-lotion#128050
2703,Gwen Stefani,eau de toilette,Harajuku Lovers Wicked Style Lil Angel,,women,"Bergamot, Plum, Champagne, Pomelo, Lotus",daytime,2010,https://www.fragrancenet.com/perfume/gwen-stefani/harajuku-lovers-wicked-style-lil-angel/edt#227696
2704,Taylor Swift,eau de parfum,Incredible Things Taylor Swift,4.8,women,"Grapefruit, Suede, Pink pepper, Pasion flower, White amber",,2014,https://www.fragrancenet.com/perfume/taylor-swift/incredible-things-taylor-swift/eau-de-parfum#276945
2705,Christian Dior,eau de parfum,Jadore L'Absolu,5,women,"Ylang-Ylang, Rose, Jasmine, Tuberose, Fruity Notes",romantic,2007,https://www.fragrancenet.com/perfume/christian-dior/jadore-labsolu/eau-de-parfum#157355
2706,Jaguar,eau de toilette,Jaguar Evolution,,men,"bergamot, mint, orange, basil, clary sage",,1988,https://www.fragrancenet.com/cologne/jaguar/jaguar-evolution/edt#251068
2707,Jaguar,eau de toilette,Jaguar Vision,4.5,men,"Cardamom, Grapefruit, Amalfi lemon, Pineapple, Patchouli",casual,2010,https://www.fragrancenet.com/cologne/jaguar/jaguar-vision/edt#204808
2708,Jo Malone,lime basil & mandarin cologne spray 3.4 oz,Jo Malone,,women,"Lime, Mandarin orange, Bergamot, Basil, Lilac",,1999,https://www.fragrancenet.com/perfume/jo-malone/jo-malone/lime-basil-and-mandarin-cologne-spray-3.4-oz#272722
2709,Yves Saint Laurent,eau de toilette spray 3.3 oz & free shower gel 3.3 oz (travel offer),Kouros,5,men,"artemesia, coriander, clary sage, bergamot, amber moss",romantic,1981,https://www.fragrancenet.com/cologne/yves-saint-laurent/kouros/edt-spray-3.3-oz-and-free-shower-gel-3.3-oz-travel-offer#193866
2710,Jennifer Lopez,eau de toilette,La Glow,,women,"Blackberry, Plum, Cherry, Jasmine, Magnolia",casual,2010,https://www.fragrancenet.com/perfume/jennifer-lopez/la-glow/edt#201690
2711,Ted Lapidus,eau de toilette,Lapidus Pour Homme Black Extreme,5,men,"Citruses, Black pepper, Violet leaf, Saffron, Orange blossom",casual,2012,https://www.fragrancenet.com/cologne/ted-lapidus/lapidus-pour-homme-black-extreme/edt#229451
2712,Lolita Lempicka,eau de parfum,Lolita Lempicka Le Parfum Nectar,,women,,,,https://www.fragrancenet.com/perfume/lolita-lempicka/lolita-lempicka-le-parfum-nectar/eau-de-parfum#330232
2713,Lacoste,eau de toilette,Love Of Pink,5,women,"Blood orange, Amalfi lemon, Passionfruit, Magnolia, Stephanotis",casual,2009,https://www.fragrancenet.com/perfume/lacoste/love-of-pink/edt#167969
2714,Mandarina Duck,eau de toilette,Mandarina Duck Cool Black,,men,"Bergamot, Lemon peel, Black pepper, Hyssop, Violet",,2013,https://www.fragrancenet.com/cologne/mandarina-duck/mandarina-duck-cool-black/edt#241782
2715,Mariah Carey,body lotion,Mariah Carey Dreams,,women,"Bergamot, Star Anise, Candy Apple, Caramel, Almond",,2013,https://www.fragrancenet.com/perfume/mariah-carey/mariah-carey-dreams/body-lotion#305671
2716,Moschino,eau de toilette,Moschino Pink Bouquet,5,women,"Bergamot, Pineapple, Raspberry, Jasmine, Lily of the valley",,2012,https://www.fragrancenet.com/perfume/moschino/moschino-pink-bouquet/edt#227815
2717,Annick Goutal,eau de toilette,Neroli,5,unisex,,,,https://www.fragrancenet.com/fragrances/annick-goutal/neroli/edt#297317
2718,Elizabeth and James,4 piece with nirvana black & nirvana white & nirvana bourbon & nirvana rose and all are eau de parfum rollerball .10 oz mini,Nirvana Variety,5,women,,,,https://www.fragrancenet.com/perfume/elizabeth-and-james/nirvana-variety/4-piece-with-nirvana-black-and-nirvana-white-and-nirvana-bourbon-and-nirvana-rose-and-all-are-eau-de-parfum-rollerball-.10-oz-mini#305264
2719,Oscar de la Renta,deodorant,Oscar,5,women,"Bergamot, Clove, Coriander, Jasmine, Rose",evening,1977,https://www.fragrancenet.com/perfume/oscar-de-la-renta/oscar/deodorant#205978
2720,Oscar de la Renta,eau de toilette,Oscar De La Renta Gentleman,5,men,"Bergamot, Cardamom, Oolong Tea, Leatherwood, Vetiver",,2016,https://www.fragrancenet.com/cologne/oscar-de-la-renta/oscar-de-la-renta-gentleman/edt#290705
2721,Parfums de Marly,eau de parfum,Parfums De Marly Athalia,,women,"Orange Blossom, Iris, Amber, Musk",,2016,https://www.fragrancenet.com/perfume/parfums-de-marly/parfums-de-marly-athalia/eau-de-parfum#296860
2722,Parfums de Marly,eau de parfum spray refill 3 x .34 oz mini,Parfums De Marly Layton,,unisex,"Bergamot, Apple, Lavender, Jasmine,",,2016,https://www.fragrancenet.com/fragrances/parfums-de-marly/parfums-de-marly-layton/eau-de-parfum-spray-refill-3-x-.34-oz-mini#326843
2723,Marilyn Miglin,perfume,Pheromone,,women,"A blend of 179 rare essences including flower, roots, wild grasses, exotic barks, seeds, rare wine resins and essential oils from France, Italy, Belgium, Madagascar, Portugal and Egypt.",romantic,1978,https://www.fragrancenet.com/perfume/marilyn-miglin/pheromone/perfume#287035
2724,Prada,eau de parfum,Prada Infusion De Rose,,women,"Turkish Rose, Bulgarian Rose, Mint, Mandarin Orange, Mate",,2011,https://www.fragrancenet.com/perfume/prada/prada-infusion-de-rose/eau-de-parfum#320796
2725,Rihanna,body mist,Rihanna Crush,,women,"Bergamot, Mandarin Orange, Rose, Red Berries, Cedar",,2016,https://www.fragrancenet.com/perfume/rihanna/rihanna-crush/body-mist#298408
2726,Roberto Cavalli,eau de parfum,Roberto Cavalli Nero Assoluto,4.6,women,"Orchid, Citruses, Vanilla, Ebony, Woody Notes",,2013,https://www.fragrancenet.com/perfume/roberto-cavalli/roberto-cavalli-nero-assoluto/eau-de-parfum#246393
2727,Roberto Cavalli,eau de parfum,Serpentine,4.5,women,"Artemisia, Mandarin Orange, Tahitian Gardenia, Mango Blossom, Pepper",romantic,2005,https://www.fragrancenet.com/perfume/roberto-cavalli/serpentine/eau-de-parfum#147538
